of	1.342e+4
on	2337
or	1764
one	1018
other	659.9
out	569.3
only	518.4
our	422.0
over	381.1
own	247.8
old	174.4
off	171.1
often	170.1
order	167.1
others	136.9
once	135.8
open	104.4
office	77.14
outside	66.99
object	63.05
o	61.64
organization	61.06
original	52.61
Oh	41.73
offer	41.25
oil	39.96
observed	39.78
objects	39.29
opportunity	37.21
operation	36.40
occur	36.25
ones	36.12
organizations	36.07
opinion	35.29
offered	35.14
obtained	34.70
opened	34.62
October	34.46
otherwise	34.33
older	33.29
Oxford	32.45
operations	32.35
output	30.91
overall	28.74
official	28.03
occurs	27.99
onto	27.28
officer	27.25
officers	26.84
opening	25.91
options	25.57
option	25.10
opportunities	24.77
operating	24.60
obtain	24.47
occurred	24.35
obvious	24.02
objective	23.54
origin	23.26
opposite	22.99
orders	22.83
offers	22.57
ourselves	21.93
ordinary	21.77
ordered	20.91
online	20.83
officials	20.58
organized	20.32
opposition	19.26
owner	19.24
outcome	18.91
obviously	18.62
ought	18.52
observation	17.72
objectives	17.43
oral	17.38
organizational	17.19
observations	16.83
occasion	16.69
opposed	16.35
owned	15.88
ocean	15.75
okay	15.72
outcomes	15.71
organic	15.34
originally	15.28
offering	14.94
oxygen	14.27
ownership	14.03
occasionally	13.82
oriented	13.66
owners	13.14
orientation	13.14
operate	13.06
occupied	13.00
observe	12.72
overcome	12.01
opinions	11.83
outer	11.71
organisation	11.67
overview	11.40
origins	11.39
offices	11.33
optical	10.73
occupation	10.62
obligation	10.57
orange	10.15
optimal	10.12
O.	10.03
obligations	10.01
ongoing	10.01
operator	10.01
op	9.708
OK	9.518
Ohio	9.490
occasions	9.445
odd	9.433
o'clock	8.902
operational	8.598
organ	8.512
outline	8.487
occurring	8.100
opens	7.921
organs	7.899
organisms	7.850
occurrence	7.843
occasional	7.808
opera	7.686
onset	7.682
operated	7.672
obliged	7.221
operators	7.194
obtaining	7.170
organisations	7.147
outstanding	6.860
organizing	6.794
occupational	6.791
observer	6.767
overhead	6.712
organize	6.362
outlined	6.281
orthodox	6.251
overseas	6.233
owing	6.054
oldest	5.969
outlook	5.824
offensive	5.797
oak	5.779
odds	5.635
observing	5.621
openly	5.620
opponents	5.596
overwhelming	5.564
organism	5.557
ours	5.478
obstacles	5.339
objection	5.326
Orleans	5.282
ordering	5.240
outward	5.180
operates	5.135
olive	5.126
obedience	5.113
Oliver	5.113
oxide	5.105
opposing	5.099
occupy	5.078
os	5.062
oneself	5.030
ot	4.938
offset	4.937
oppression	4.930
officially	4.866
observers	4.828
obey	4.774
operative	4.731
optimization	4.720
Oregon	4.665
Ontario	4.570
owe	4.560
offence	4.511
obscure	4.503
offspring	4.451
optional	4.416
overlap	4.400
opponent	4.355
objections	4.349
offenders	4.345
outdoor	4.287
offense	4.256
oven	4.255
oath	4.251
oxidation	4.240
omitted	4.181
owed	4.107
ou	4.022
oracle	3.999
orbit	3.975
Ottoman	3.945
organised	3.937
originated	3.934
overnight	3.912
Oklahoma	3.864
occupations	3.847
offerings	3.825
OECD	3.805
observes	3.803
Oct.	3.770
obstruction	3.680
orchestra	3.665
Owen	3.609
oppose	3.605
overlooked	3.588
obesity	3.562
Oriental	3.499
obstacle	3.487
ol	3.447
optimum	3.435
outset	3.421
overwhelmed	3.367
outputs	3.268
outlines	3.244
openness	3.241
oils	3.231
Oscar	3.161
optic	3.156
outlet	3.153
overlapping	3.118
owns	3.093
Otto	3.050
offender	3.034
outbreak	3.005
ore	2.963
optimistic	2.946
oppressed	2.902
orderly	2.888
organisational	2.850
outsiders	2.843
ordinance	2.838
overly	2.801
Olympic	2.793
ordinarily	2.776
overt	2.764
onion	2.763
ontology	2.723
optimism	2.711
oaks	2.681
orbital	2.629
offshore	2.607
opt	2.586
objected	2.569
ozone	2.562
objectivity	2.504
oval	2.484
Ottawa	2.483
ofthe	2.463
ontological	2.456
overcoming	2.447
offences	2.420
outright	2.396
occupying	2.376
