and	1.111e+4
a	7715
as	2789
are	1797
at	1597
an	1363
all	957.6
about	613.8
also	566.9
any	417.3
after	387.4
another	222.5
against	181.8
again	165.4
American	163.5
around	158.1
al	149.9
always	144.8
among	140.1
although	138.2
away	135.7
A.	124.8
am	119.5
asked	110.6
act	108.5
above	107.9
area	107.1
analysis	102.3
along	97.82
age	96.93
almost	96.78
able	96.18
action	95.76
already	93.92
available	87.38
air	83.97
approach	83.20
according	82.20
across	81.16
art	78.66
anything	72.95
account	71.50
areas	69.57
America	66.96
activity	65.96
activities	64.43
attention	63.65
associated	63.09
amount	61.47
access	61.44
addition	59.57
answer	59.18
application	58.97
ask	58.35
alone	57.67
actually	55.27
authority	49.13
association	49.13
average	48.99
appropriate	48.84
army	48.51
added	48.32
ability	47.98
appear	47.35
allow	45.52
author	44.84
address	44.11
applied	43.91
add	43.19
African	42.99
active	42.88
additional	42.68
appears	42.22
article	41.70
allowed	40.48
agreement	40.00
arms	39.08
administration	38.51
actions	38.46
appeared	37.53
April	37.52
ago	37.03
assessment	36.78
attempt	36.43
actual	35.80
anyone	35.59
Africa	35.06
avoid	34.55
argument	34.22
aspects	34.09
August	33.51
Americans	33.34
animals	32.50
ancient	32.30
apply	32.23
alternative	32.10
applications	31.66
attack	31.64
acts	29.69
animal	29.55
annual	29.22
aware	29.08
arrived	28.94
advantage	28.92
allows	28.83
arm	28.80
anti	28.77
agency	28.63
accepted	28.60
agent	28.59
agreed	28.20
accept	27.89
acid	26.83
academic	26.21
aid	25.90
affect	25.70
appearance	25.41
accounts	25.34
audience	25.15
agents	25.13
affairs	24.99
approaches	24.67
achieve	24.52
advanced	24.32
affected	24.21
absence	24.20
assume	23.47
argued	23.37
adult	23.00
answered	22.96
authors	22.74
apart	22.74
assistance	22.67
adopted	22.31
Asia	21.93
assumed	21.79
assets	21.65
apparently	21.61
aspect	21.32
achieved	21.25
attitude	20.99
ahead	20.90
advice	20.72
agree	20.63
arts	20.52
approximately	20.41
authorities	20.41
appeal	20.35
articles	20.21
abuse	19.99
attempts	19.53
assembly	19.46
adults	19.37
asking	19.13
agricultural	19.09
apparent	19.05
absolute	19.01
advance	18.81
answers	18.66
architecture	18.61
ad	18.53
afraid	18.51
afternoon	18.49
acting	18.05
agencies	17.97
Australia	17.94
arguments	17.93
Asian	17.61
administrative	17.58
awareness	17.29
anxiety	16.90
angle	16.63
accounting	16.63
argue	16.60
attitudes	16.58
aside	16.54
addressed	16.50
attached	16.45
alive	16.43
assigned	16.37
ages	16.36
anger	16.36
acquired	16.12
alcohol	16.02
aim	15.70
adequate	15.68
adding	15.64
artist	15.63
acute	15.54
allowing	15.53
abstract	15.35
agriculture	15.35
appointed	15.35
assumption	15.08
amounts	14.99
armed	14.85
accurate	14.77
Appendix	14.67
attacks	14.48
advertising	14.35
atmosphere	14.26
anyway	14.13
accompanied	14.02
artists	13.87
advantages	13.69
angry	13.65
algorithm	13.65
attempted	13.58
Ann	13.52
attorney	13.35
attributes	13.23
acceptance	13.19
Alexander	13.18
axis	13.17
aids	13.12
absolutely	13.10
actors	13.06
admitted	13.04
amendment	13.00
Academy	12.97
arrangements	12.83
arrival	12.70
assumptions	12.69
argues	12.61
arise	12.60
array	12.59
arrangement	12.48
announced	12.40
accident	12.16
attend	12.11
achievement	12.10
Arthur	11.98
apartment	11.93
acquisition	11.91
approved	11.79
acceptable	11.79
assess	11.74
assistant	11.73
accordingly	11.62
Adam	11.60
arranged	11.58
aircraft	11.51
attended	11.44
approval	11.42
applies	11.40
Arab	11.38
accuracy	11.37
assist	11.35
associations	11.33
admit	11.32
applying	11.26
Ah	11.18
applicable	11.13
automatically	11.08
attractive	11.05
Australian	11.04
analyses	11.00
Angeles	10.98
agenda	10.91
accomplished	10.86
agreements	10.84
abandoned	10.82
anywhere	10.74
aunt	10.71
asset	10.69
approached	10.68
asks	10.63
award	10.56
alliance	10.55
afterwards	10.54
accordance	10.51
Atlantic	10.34
abroad	10.32
Anne	10.32
attribute	10.27
altogether	10.27
assuming	10.21
Andrew	10.20
addresses	10.18
afford	10.14
accused	10.09
Allen	10.07
availability	9.941
adjustment	9.847
adoption	9.840
aged	9.769
arrive	9.752
adapted	9.720
aimed	9.716
Anderson	9.680
Avenue	9.643
adopt	9.584
autonomy	9.583
artificial	9.557
appointment	9.537
anxious	9.448
assignment	9.429
attributed	9.330
archives	9.143
absent	9.003
acted	8.963
angel	8.941
appreciate	8.922
aesthetic	8.856
artistic	8.851
amongst	8.847
attachment	8.778
aggressive	8.737
affects	8.676
acids	8.670
automatic	8.618
alternatives	8.604
activation	8.598
absorption	8.592
assured	8.580
acknowledge	8.571
acknowledged	8.551
Anna	8.537
attacked	8.520
adds	8.508
altered	8.504
adverse	8.476
arrest	8.471
avoided	8.467
advances	8.465
actor	8.460
affair	8.429
Adams	8.379
adjacent	8.297
accessible	8.296
acquire	8.256
aims	8.218
associate	8.188
admission	8.109
attracted	8.098
anterior	8.090
alter	8.079
abilities	8.078
appeals	8.066
attempting	7.998
adjusted	7.944
artery	7.938
affecting	7.912
asleep	7.889
actively	7.829
Albert	7.825
Abraham	7.814
analytical	7.756
arc	7.740
alike	7.717
arrested	7.716
allies	7.661
achieving	7.614
allocation	7.613
apple	7.600
a.m.	7.599
atoms	7.570
arises	7.568
Alice	7.559
ate	7.506
airport	7.486
addressing	7.485
associates	7.480
au	7.467
arch	7.458
alleged	7.418
adaptation	7.410
aging	7.396
anybody	7.387
appreciation	7.371
accomplish	7.249
audio	7.241
approaching	7.224
Aristotle	7.187
atomic	7.174
angels	7.164
accurately	7.157
assault	7.141
arose	7.131
arrow	7.102
à	7.099
Alan	7.061
Anthony	7.035
administered	7.003
aggregate	6.953
analyze	6.919
arising	6.899
absorbed	6.896
audit	6.892
assessing	6.857
alongside	6.851
Anglo	6.843
authorized	6.785
affection	6.768
alien	6.761
anthropology	6.732
analyzed	6.704
attract	6.701
attending	6.683
amino	6.653
adjust	6.651
advised	6.629
abnormal	6.620
anymore	6.618
anticipated	6.596
accessed	6.595
architectural	6.559
algorithms	6.528
assisted	6.511
arbitrary	6.511
accepting	6.427
assessed	6.424
autumn	6.418
assumes	6.412
adolescents	6.374
accumulation	6.365
adventure	6.352
allied	6.341
acres	6.326
adolescent	6.220
Alfred	6.172
avoiding	6.171
angles	6.161
alert	6.134
alarm	6.126
ac	6.077
ancestors	6.070
audiences	6.063
Austria	6.061
Alex	6.003
administrator	5.996
aggression	5.990
accountability	5.970
assembled	5.935
amazing	5.896
arguing	5.880
abundance	5.875
archaeological	5.853
Antonio	5.833
apparatus	5.823
Amsterdam	5.817
adaptive	5.737
abortion	5.718
administrators	5.707
Arnold	5.706
assurance	5.699
activated	5.691
advocate	5.690
Austin	5.686
authentic	5.681
autonomous	5.655
Additionally	5.616
attraction	5.613
assertion	5.580
accommodate	5.577
anonymous	5.548
asserted	5.531
appearing	5.492
artillery	5.475
assessments	5.475
analogy	5.473
awful	5.453
armies	5.434
Arizona	5.419
awarded	5.388
awake	5.310
abdominal	5.301
alpha	5.296
arrange	5.282
architect	5.282
altar	5.257
atom	5.242
auto	5.240
accommodation	5.233
abundant	5.221
arriving	5.220
Arabic	5.187
accounted	5.164
Athens	5.140
Ali	5.137
abandon	5.133
